datetime,G(i)
580,581.01
581,768.01
582,899.01
583,951.01
584,938.01
585,819.01
586,657.01
587,437.01
588,200
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,97
603,336
604,560.01
605,752.01
606,891.01
607,943.01
608,926.01
609,840.01
610,663.01
611,447.01
612,203
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,101
627,327
628,573.01
629,762.01
630,878.01
631,919.01
632,908.01
633,802.01
634,658.01
635,415
636,177
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,97
651,336
652,574.01
653,763.01
654,900.01
655,942.01
656,930.01
657,840.01
658,653.01
659,417
660,150
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,97
675,337
676,553.01
677,756.01
678,838.01
679,846.01
680,918.01
681,829.01
682,656.01
683,441.01
684,205
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,56
699,333
700,575.01
701,774.01
702,913.01
703,956.01
704,940.01
705,845.01
706,665.01
707,451.01
708,196
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,104
723,281
724,440
725,294
726,881.01
727,772
728,922.01
729,829.01
730,497
731,387
732,199
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,68
747,317
748,509
749,604
750,748
751,902.01
752,908.01
753,832.01
754,663.01
755,459.01
756,214
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,107
771,358
772,545
773,694
774,814.01
775,973.01
776,849.01
777,848.01
778,680.01
779,461.01
780,221
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,104
795,345
796,562
797,781.01
798,915.01
799,970.01
800,949.01
801,850.01
802,683.01
803,468.01
804,223
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,96
819,336
820,557
821,782.01
822,897.01
823,972.01
824,946.01
825,853.01
826,685.01
827,465.01
828,220
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,104
843,358
844,593.01
845,780.01
846,919.01
847,974.01
848,949.01
849,855.01
850,691.01
851,467
852,221
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,101
867,347
868,588.01
869,785.01
870,921.01
871,977.01
872,951.01
873,853.01
874,689.01
875,469
876,218
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,106
891,350
892,589.01
893,783.01
894,918.01
895,979.01
896,953.01
897,860.01
898,695.01
899,471
900,224
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,102
915,334
916,581
917,733
918,865.01
919,981.01
920,956.01
921,857.01
922,694.01
923,473
924,226
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,102
939,340
940,547
941,786.01
942,922.01
943,978.01
944,953.01
945,855.01
946,688.01
947,469
948,222
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,94
963,336
964,555
965,762.01
966,914.01
967,889
968,934.01
969,852.01
970,686.01
971,466
972,234
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,108
987,354
988,585
989,790.01
990,921.01
991,982.01
992,952.01
993,797
994,692.01
995,473
996,225
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,105
1011,355
1012,596
1013,792.01
1014,923.01
1015,984.01
1016,959.01
1017,861.01
1018,690.01
1019,430
1020,226
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,79
1035,351
1036,468
1037,694
1038,895.01
1039,981.01
1040,961.01
1041,863.01
1042,704.01
1043,476
1044,228
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,111
1059,358
1060,599
1061,796.01
1062,933.01
1063,989.01
1064,974.01
1065,870.01
1066,698
1067,483
1068,235
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,108
1083,326
1084,513
1085,763
1086,909.01
1087,985.01
1088,982.01
1089,872.01
1090,707.01
1091,479
1092,231
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,96
1107,360
1108,606
1109,804.01
1110,952.01
1111,1009.01
1112,984.01
1113,447
1114,689
1115,475
1116,232
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,110
1131,362
1132,608
1133,806.01
1134,923.01
1135,1006.01
1136,991.01
1137,876.01
1138,710
1139,476
1140,238
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,102
1155,348
1156,603
1157,803
1158,956.01
1159,970.01
1160,982.01
1161,680
1162,572
1163,406
1164,234
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,113
1179,349
1180,605
1181,805
1182,943.01
1183,944
1184,829
1185,870
1186,694
1187,489
1188,240
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,104
1203,366
1204,511
1205,657
1206,775
1207,842
1208,760
1209,726
1210,692
1211,491
1212,240
1213,11
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,10
1227,260
1228,184
1229,276
1230,653
1231,948
1232,541
1233,423
1234,388
1235,275
1236,167
1237,10
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,62
1251,235
1252,577
1253,802
1254,934
1255,994
1256,990.01
1257,773
1258,577
1259,487
1260,206
1261,11
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,109
1275,373
1276,612
1277,796
1278,868
1279,1001
1280,981
1281,881
1282,715
1283,494
1284,237
1285,11
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,101
1299,369
1300,614
1301,815
1302,948
1303,1014
1304,983
1305,882
1306,716
1307,489
1308,234
1309,11
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,117
1323,361
1324,566
1325,777
1326,950
1327,1016
1328,995
1329,889
1330,721
1331,490
1332,238
1333,11
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,104
1347,362
1348,608
1349,788
1350,957
1351,1012
1352,997
1353,895
1354,730
1355,496
1356,244
1357,12
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,120
1371,374
1372,603
1373,754
1374,907
1375,947
1376,813
1377,852
1378,719
1379,497
1380,241
1381,12
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,126
1395,389
1396,598
1397,801
1398,945
1399,988
1400,951
1401,848
1402,724
1403,492
1404,241
1405,12
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,119
1419,375
1420,622
1421,816
1422,948
1423,1013
1424,981
1425,884
1426,708
1427,487
1428,238
1429,12
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,116
1443,371
1444,617
1445,813
1446,950
1447,977
1448,987
1449,880
1450,709
1451,482
1452,238
1453,11
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,119
1467,269
1468,609
1469,802
1470,951
1471,1011
1472,983
1473,877
1474,710
1475,488
1476,238
1477,12
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,120
1491,344
1492,514
1493,804
1494,932
1495,969
1496,893
1497,882
1498,718
1499,491
1500,238
1501,12
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,127
1515,372
1516,603
1517,815
1518,971
1519,1025
1520,991
1521,883
1522,711
1523,484
1524,238
1525,12
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,132
1539,385
1540,629
1541,821
1542,967
1543,1038
1544,1009
1545,894
1546,711
1547,473
1548,186
1549,12
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,134
1563,387
1564,634
1565,827
1566,969
1567,1028
1568,983
1569,885
1570,712
1571,441
1572,200
1573,11
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,110
1587,384
1588,626
1589,829
1590,960
1591,979
1592,994
1593,885
1594,712
1595,497
1596,239
1597,11
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,130
1611,376
1612,508
1613,318
1614,831
1615,1008
1616,654
1617,833
1618,666
1619,484
1620,229
1621,12
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,123
1635,287
1636,297
1637,360
1638,953
1639,937
1640,503
1641,663
1642,592
1643,442
1644,186
1645,9
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,30
1659,352
1660,580
1661,830
1662,980
1663,1033
1664,975
1665,868
1666,721
1667,492
1668,238
1669,12
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,147
1683,393
1684,634
1685,832
1686,955
1687,1017
1688,976
1689,679
1690,666
1691,468
1692,238
1693,12
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,142
1707,401
1708,646
1709,847
1710,988
1711,1007
1712,884
1713,897
1714,721
1715,492
1716,238
1717,11
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,13
1731,354
1732,586
1733,735
1734,953
1735,1008
1736,999
1737,888
1738,713
1739,492
1740,237
1741,11
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,142
1755,399
1756,640
1757,832
1758,959
1759,1026
1760,999
1761,893
1762,713
1763,489
1764,232
1765,11
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,144
1779,385
1780,638
1781,838
1782,971
1783,1032
1784,1005
1785,898
1786,721
1787,496
1788,237
1789,11
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,156
1803,414
1804,650
1805,840
1806,972
1807,1033
1808,1000
1809,898
1810,720
1811,488
1812,241
1813,10
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,121
1827,352
1828,589
1829,814
1830,936
1831,978
1832,941
1833,888
1834,712
1835,482
1836,236
1837,10
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,133
1851,371
1852,647
1853,834
1854,964
1855,1029
1856,1001
1857,898
1858,712
1859,495
1860,235
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,130
1875,400
1876,409
1877,753
1878,960
1879,1024
1880,810
1881,815
1882,653
1883,460
1884,230
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,72
1899,353
1900,594
1901,800
1902,876
1903,1002
1904,985
1905,864
1906,699
1907,481
1908,215
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,143
1923,393
1924,642
1925,847
1926,988
1927,1036
1928,996
1929,883
1930,672
1931,425
1932,184
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,150
1947,401
1948,625
1949,613
1950,936
1951,1003
1952,979
1953,805
1954,694
1955,464
1956,223
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,157
1971,403
1972,624
1973,808
1974,947
1975,1020
1976,979
1977,722
1978,694
1979,418
1980,222
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,141
1995,357
1996,647
1997,846
1998,959
1999,1026
2000,996
2001,882
2002,705
2003,478
2004,222
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,134
2019,347
2020,637
2021,820
2022,954
2023,976
2024,984
2025,881
2026,696
2027,472
2028,221
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,164
2043,361
2044,653
2045,830
2046,826
2047,965
2048,995
2049,871
2050,703
2051,471
2052,220
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,147
2067,399
2068,637
2069,785
2070,800
2071,942
2072,908
2073,425
2074,591
2075,444
2076,185
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,164
2091,359
2092,533
2093,525
2094,875
2095,903
2096,967
2097,502
2098,385
2099,326
2100,199
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,132
2115,333
2116,632
2117,805
2118,817
2119,734
2120,869
2121,719
2122,485
2123,331
2124,45
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,53
2139,280
2140,518
2141,78
2142,89
2143,100
2144,123
2145,106
2146,74
2147,43
2148,41
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,170
2163,384
2164,473
2165,760
2166,876
2167,776
2168,654
2169,676
2170,660
2171,254
2172,135
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,168
2187,397
2188,631
2189,659
2190,460
2191,748
2192,552
2193,737
2194,647
2195,68
2196,22
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,160
2211,322
2212,234
2213,494
2214,740
2215,880
2216,947
2217,285
2218,560
2219,212
2220,119
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,80
2235,351
2236,659
2237,831
2238,814
2239,1007
2240,984
2241,811
2242,634
2243,140
2244,46
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,116
2259,39
2260,419
2261,532
2262,444
2263,709
2264,449
2265,389
2266,453
2267,155
2268,132
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,190
2283,393
2284,466
2285,846
2286,956
2287,968
2288,961
2289,856
2290,580
2291,413
2292,179
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,182
2307,421
2308,655
2309,722
2310,967
2311,984
2312,875
2313,808
2314,687
2315,457
2316,217
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,194
2331,412
2332,645
2333,842
2334,961
2335,1005
2336,954
2337,859
2338,682
2339,438
2340,216
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,185
2355,430
2356,664
2357,759
2358,961
2359,977
2360,767
2361,679
2362,607
2363,455
2364,210
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,57
2379,420
2380,639
2381,843
2382,945
2383,558
2384,947
2385,857
2386,673
2387,414
2388,152
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,180
2403,302
2404,676
2405,834
2406,929
2407,998
2408,457
2409,870
2410,683
2411,463
2412,214
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,195
2427,451
2428,677
2429,834
2430,955
2431,1014
2432,987
2433,854
2434,637
2435,457
2436,213
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,18
2451,222
2452,656
2453,825
2454,934
2455,991
2456,992
2457,867
2458,688
2459,466
2460,212
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,205
2475,449
2476,668
2477,834
2478,970
2479,1040
2480,980
2481,866
2482,690
2483,465
2484,210
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,191
2499,445
2500,679
2501,872
2502,917
2503,995
2504,942
2505,850
2506,685
2507,446
2508,210
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,192
2523,395
2524,687
2525,889
2526,1010
2527,1021
2528,972
2529,831
2530,669
2531,457
2532,209
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,204
2547,452
2548,688
2549,843
2550,927
2551,1004
2552,982
2553,862
2554,675
2555,456
2556,208
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,112
2571,453
2572,572.45
2573,673.05
2574,853.55
2575,881.4
2576,873.4
2577,785.9
2578,641.2
2579,434.8
2580,200.4
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,1
2594,153
2595,129
2596,381
2597,213
2598,883
2599,564
2600,958
2601,637
2602,445
2603,398
2604,184
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,1
2618,140
2619,411
2620,659
2621,829
2622,909
2623,990
2624,967
2625,853
2626,664
2627,441
2628,198
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,1
2642,111
2643,223
2644,275
2645,311
2646,625
2647,487
2648,746
2649,681
2650,403
2651,277
2652,130
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,1
2666,128
2667,429
2668,682
2669,810
2670,881
2671,1009
2672,844
2673,786
2674,603
2675,439
2676,205
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,208
2691,457
2692,682
2693,884
2694,1005
2695,1041
2696,979
2697,853
2698,667
2699,450
2700,205
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,179
2715,435
2716,594
2717,500
2718,655
2719,708
2720,972
2721,824
2722,666
2723,437
2724,200
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,214
2739,419
2740,660
2741,560
2742,743
2743,821
2744,944
2745,658
2746,625
2747,436
2748,208
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,1
2762,196
2763,449
2764,660
2765,758
2766,868
2767,950
2768,938
2769,780
2770,628
2771,414
2772,203
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,217
2787,415
2788,678
2789,794
2790,882
2791,987
2792,968
2793,839
2794,655
2795,444
2796,203
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,168
2811,415
2812,623
2813,803
2814,892
2815,991
2816,945
2817,719
2818,665
2819,443
2820,202
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,1
2834,204
2835,460
2836,671
2837,788
2838,896
2839,936
2840,939
2841,758
2842,603
2843,437
2844,202
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,1
2858,165
2859,393
2860,513
2861,581
2862,802
2863,897
2864,622
2865,137
2866,537
2867,291
2868,196
2869,0
2870,0
2871,0
